ID	adj.P.Val	P.Value	logFC	GeneSymbol
A_33_P3381265	0.7815	4.10E-01	-1.52E-01	CYB5R2
CUST_30145_PI429545384	0.7815	4.10E-01	7.20E-02	
A_33_P3792328	0.7815	4.10E-01	1.94E-01	LSM3
CUST_34762_PI429545380	0.7815	4.10E-01	2.68E-01	
CUST_1378_PI429545376	0.7816	4.10E-01	-2.28E-01	
CUST_21879_PI429545406	0.7816	4.10E-01	1.82E-01	
A_23_P359904	0.7816	4.10E-01	-1.14E-01	PDDC1
A_19_P00809168	0.7816	4.10E-01	-2.06E-01	Q6ILE4
A_23_P170491	0.7816	4.10E-01	1.46E-01	TRAIP
A_33_P3410935	0.7816	4.10E-01	1.70E-01	C17orf89
CUST_35698_PI429545410	0.7816	4.10E-01	-1.54E-01	
A_23_P140668	0.7816	4.10E-01	9.80E-02	IDH3A
A_33_P3396612	0.7816	4.10E-01	-9.40E-02	
CUST_28911_PI429545380	0.7816	4.10E-01	-1.60E-01	
A_33_P3387716	0.7816	4.10E-01	-2.76E-01	DMGDH
CUST_15874_PI429545402	0.7816	4.10E-01	1.22E-01	
A_24_P191790	0.7816	4.10E-01	2.12E-01	TMEM33
A_23_P93543	0.7816	4.10E-01	1.32E-01	PEX7
CUST_31821_PI429545388	0.7817	4.10E-01	-1.58E-01	
A_23_P390704	0.7817	4.10E-01	9.20E-02	STK38
CUST_19134_PI429545402	0.7817	4.10E-01	1.16E-01	
CUST_12761_PI429545399	0.7817	4.10E-01	-1.00E-01	
CUST_39589_PI429545395	0.7817	4.10E-01	1.06E-01	
A_33_P3213792	0.7817	4.10E-01	1.28E-01	KCNK4
A_32_P177539	0.7817	4.10E-01	1.54E-01	IRX6
CUST_39657_PI429545388	0.7817	4.10E-01	-1.62E-01	
CUST_40984_PI429545402	0.7817	4.10E-01	1.70E-01	
A_24_P56837	0.7817	4.10E-01	-1.06E-01	ASB16
A_21_P0000034	0.7817	4.10E-01	-1.04E-01	COX11
CUST_32641_PI429545395	0.7817	4.10E-01	1.68E-01	
CUST_1117_PI429545399	0.7817	4.10E-01	-1.80E-01	
A_23_P144627	0.7817	4.10E-01	-9.60E-02	PCDHB13
CUST_12351_PI429545399	0.7817	4.10E-01	9.60E-02	
A_33_P3243439	0.7817	4.10E-01	2.22E-01	GPR162
A_32_P58074	0.7817	4.10E-01	1.20E-01	RPS3A
A_33_P3269885	0.7817	4.10E-01	-2.12E-01	SLC30A10
A_33_P3340792	0.7817	4.10E-01	1.28E-01	DHDDS
A_23_P167812	0.7817	4.10E-01	-1.54E-01	RBM24
A_33_P3239736	0.7817	4.10E-01	1.48E-01	
A_33_P3342752	0.7817	4.10E-01	-2.46E-01	
CUST_29395_PI429545406	0.7817	4.10E-01	-1.64E-01	
CUST_23929_PI429545406	0.7817	4.10E-01	2.32E-01	
A_24_P191588	0.7817	4.11E-01	1.12E-01	
A_33_P3230548	0.7817	4.11E-01	-2.34E-01	KIF14
A_33_P3372266	0.7817	4.11E-01	3.04E-01	
CUST_35668_PI429545376	0.7817	4.11E-01	-1.68E-01	
CUST_13898_PI429545388	0.7817	4.11E-01	-3.40E-01	
A_24_P367645	0.7817	4.11E-01	-4.08E-01	MAP7D2
A_24_P876522	0.7817	4.11E-01	1.98E-01	
CUST_25453_PI429545410	0.7817	4.11E-01	-1.52E-01	
A_33_P3277688	0.7817	4.11E-01	1.00E-01	
A_33_P3462975	0.7817	4.11E-01	-8.20E-02	
A_23_P123265	0.7818	4.11E-01	1.30E-01	SUMF2
A_33_P3298430	0.7818	4.11E-01	9.40E-02	FAM171A1
A_33_P3320599	0.7819	4.11E-01	-8.60E-02	
A_24_P262321	0.7819	4.11E-01	1.62E-01	FAM18B2-CDRT4
CUST_33072_PI429545406	0.7819	4.11E-01	-8.00E-02	
A_33_P3317321	0.7819	4.11E-01	-2.02E-01	TPMT
A_23_P343808	0.7819	4.11E-01	1.18E-01	SOS1
A_33_P3327158	0.7819	4.11E-01	1.64E-01	LOC100131432
A_21_P0013949	0.7819	4.11E-01	2.18E-01	LOC644717
A_24_P27412	0.7819	4.11E-01	1.10E-01	SNUPN
CUST_25271_PI429545399	0.7819	4.11E-01	1.66E-01	
A_23_P316381	0.7819	4.11E-01	1.14E-01	ACOX3
CUST_2707_PI429545388	0.7819	4.11E-01	7.20E-02	
A_21_P0010965	0.7819	4.11E-01	-3.30E-01	OTOG
A_33_P3330991	0.7819	4.11E-01	-1.54E-01	LOC100134237
A_24_P41975	0.7819	4.11E-01	1.42E-01	
CUST_42295_PI429545376	0.7819	4.11E-01	1.62E-01	
CUST_1426_PI429545380	0.7819	4.11E-01	-1.54E-01	
A_24_P100673	0.7819	4.11E-01	-1.28E-01	TMEM85
A_23_P363399	0.7819	4.11E-01	-2.14E-01	SLC38A1
CUST_10055_PI429545410	0.782	4.11E-01	-1.06E-01	
CUST_16923_PI429545388	0.782	4.11E-01	-3.80E-01	
CUST_28743_PI429545402	0.7821	4.11E-01	4.06E-01	
CUST_12803_PI429545410	0.7821	4.11E-01	3.16E-01	
A_33_P3268466	0.7821	4.11E-01	1.00E-01	MPDU1
CUST_17718_PI429545406	0.7821	4.11E-01	-4.00E-01	
CUST_11054_PI429545388	0.7821	4.11E-01	2.44E-01	
A_32_P55241	0.7821	4.11E-01	1.16E-01	SHISA2
CUST_37716_PI429545399	0.7821	4.11E-01	-9.80E-02	
CUST_40330_PI429545406	0.7821	4.11E-01	-1.46E-01	
A_24_P944040	0.7821	4.11E-01	1.16E-01	RRP1B
CUST_14137_PI429545395	0.7821	4.11E-01	-1.62E-01	
CUST_12840_PI429545399	0.7821	4.11E-01	1.40E-01	
A_33_P3246833	0.7821	4.11E-01	1.14E-01	
CUST_42915_PI429545380	0.7822	4.11E-01	1.42E-01	
CUST_25061_PI429545399	0.7822	4.11E-01	3.94E-01	
A_33_P3392097	0.7822	4.11E-01	1.20E-01	
CUST_17588_PI429545406	0.7822	4.11E-01	1.02E-01	
CUST_24501_PI429545399	0.7822	4.11E-01	-3.24E-01	
A_23_P60534	0.7822	4.11E-01	2.46E-01	TOR2A
A_23_P394986	0.7822	4.11E-01	-1.62E-01	CREG2
CUST_16764_PI429545395	0.7822	4.11E-01	-1.60E-01	
A_33_P3295203	0.7822	4.11E-01	1.60E-01	HAS1
CUST_26843_PI429545402	0.7822	4.11E-01	3.62E-01	
CUST_30013_PI429545376	0.7822	4.11E-01	-3.60E-01	
CUST_25187_PI429545384	0.7822	4.11E-01	-8.00E-02	
CUST_39417_PI429545388	0.7822	4.11E-01	1.52E-01	
CUST_36283_PI429545410	0.7822	4.11E-01	1.94E-01	
CUST_31665_PI429545384	0.7822	4.11E-01	7.60E-02	
CUST_11221_PI429545399	0.7823	4.12E-01	-1.88E-01	
A_33_P3465440	0.7824	4.12E-01	2.06E-01	PRO1596
A_23_P331813	0.7824	4.12E-01	2.06E-01	
A_21_P0001371	0.7824	4.12E-01	-2.06E-01	
A_23_P133665	0.7824	4.12E-01	-1.84E-01	
A_23_P209449	0.7824	4.12E-01	2.74E-01	FZD7
CUST_24391_PI429545399	0.7824	4.12E-01	2.82E-01	
A_33_P3359771	0.7824	4.12E-01	-2.86E-01	ATP1A2
CUST_14007_PI429545395	0.7824	4.12E-01	2.88E-01	
CUST_16125_PI429545406	0.7825	4.12E-01	-2.28E-01	
CUST_21791_PI429545380	0.7825	4.12E-01	-4.22E-01	
CUST_38822_PI429545395	0.7825	4.12E-01	1.12E-01	
A_33_P3226810	0.7825	4.12E-01	-2.08E-01	TNFSF10
CUST_24098_PI429545402	0.7825	4.12E-01	2.66E-01	
CUST_37333_PI429545410	0.7825	4.12E-01	1.10E-01	
CUST_24941_PI429545395	0.7825	4.12E-01	-1.84E-01	
CUST_30355_PI429545384	0.7825	4.12E-01	1.30E-01	
CUST_3806_PI429545388	0.7825	4.12E-01	-2.18E-01	
A_33_P3222056	0.7825	4.12E-01	3.08E-01	
CUST_41600_PI429545406	0.7825	4.12E-01	1.38E-01	
CUST_34266_PI429545402	0.7825	4.12E-01	-1.88E-01	
CUST_32781_PI429545395	0.7825	4.12E-01	1.08E-01	
A_23_P468	0.7825	4.12E-01	-1.56E-01	C1orf114
CUST_30201_PI429545395	0.7825	4.12E-01	-1.24E-01	
A_23_P500956	0.7825	4.12E-01	1.82E-01	B3GNT2
A_33_P3285032	0.7825	4.12E-01	-1.30E-01	OR10A3
CUST_14280_PI429545402	0.7825	4.12E-01	-2.16E-01	
A_33_P3252316	0.7826	4.12E-01	2.04E-01	
A_23_P73493	0.7826	4.12E-01	-1.24E-01	
A_33_P3212954	0.7826	4.12E-01	1.48E-01	
A_21_P0011654	0.7826	4.12E-01	-1.02E-01	
CUST_24_PI429545402	0.7826	4.12E-01	7.20E-02	
A_33_P3393650	0.7826	4.12E-01	-1.20E-01	
A_24_P98555	0.7826	4.12E-01	8.60E-02	FAM45A
CUST_38176_PI429545384	0.7826	4.12E-01	-1.88E-01	
A_23_P115331	0.7826	4.12E-01	2.34E-01	AHDC1
CUST_12787_PI429545395	0.7826	4.12E-01	-1.08E-01	
A_23_P3042	0.7826	4.12E-01	1.22E-01	PPP2R5E
CUST_21637_PI429545399	0.7826	4.12E-01	-1.98E-01	
CUST_23141_PI429545380	0.7826	4.12E-01	2.28E-01	
A_24_P106591	0.7826	4.12E-01	-1.12E-01	
A_23_P128817	0.7826	4.12E-01	1.10E-01	PCK2
A_24_P681011	0.7826	4.12E-01	-1.70E-01	HIPK2
A_33_P3370226	0.7826	4.12E-01	1.42E-01	RPL7
CUST_23317_PI429545399	0.7826	4.12E-01	1.02E-01	
CUST_39195_PI429545406	0.7826	4.12E-01	-1.88E-01	
CUST_16884_PI429545395	0.7826	4.12E-01	1.16E-01	
CUST_35535_PI429545406	0.7826	4.12E-01	-2.04E-01	
CUST_21633_PI429545376	0.7826	4.12E-01	2.98E-01	
A_23_P139929	0.7827	4.12E-01	1.04E-01	ERP29
CUST_250_PI429545395	0.7827	4.12E-01	-1.10E-01	
A_23_P144896	0.7827	4.12E-01	1.70E-01	PDLIM7
A_33_P3235677	0.7827	4.12E-01	-2.96E-01	
CUST_43367_PI429545399	0.7827	4.12E-01	-1.68E-01	
A_23_P252748	0.7827	4.12E-01	-8.00E-02	ZNF195
CUST_12890_PI429545402	0.7827	4.12E-01	-1.12E-01	
CUST_24441_PI429545395	0.7827	4.12E-01	-1.72E-01	
CUST_16634_PI429545402	0.7828	4.12E-01	1.36E-01	
CUST_160_PI429545406	0.7828	4.12E-01	-3.46E-01	
CUST_31376_PI429545402	0.7828	4.12E-01	-3.50E-01	
A_23_P14769	0.7828	4.12E-01	1.54E-01	FES
CUST_36347_PI429545388	0.7828	4.12E-01	2.62E-01	
CUST_41013_PI429545410	0.7829	4.13E-01	1.34E-01	
CUST_42022_PI429545384	0.7829	4.13E-01	4.24E-01	
A_33_P3402931	0.7829	4.13E-01	-1.22E-01	FEZF1
CUST_28193_PI429545384	0.7829	4.13E-01	1.26E-01	
CUST_11329_PI429545384	0.7829	4.13E-01	1.70E-01	
A_33_P3272165	0.7829	4.13E-01	-1.30E-01	C8orf38
A_23_P41437	0.7829	4.13E-01	1.52E-01	
CUST_28876_PI429545388	0.783	4.13E-01	-1.16E-01	
CUST_42960_PI429545395	0.7831	4.13E-01	2.54E-01	
CUST_27906_PI429545388	0.7831	4.13E-01	-2.26E-01	
CUST_28443_PI429545402	0.7831	4.13E-01	-1.06E-01	
A_23_P405878	0.7831	4.13E-01	1.90E-01	C12orf54
CUST_21580_PI429545402	0.7831	4.13E-01	-3.40E-01	
A_33_P3888629	0.7831	4.13E-01	-1.58E-01	
A_33_P3383029	0.7831	4.13E-01	-1.58E-01	MXI1
A_33_P3277614	0.7831	4.13E-01	-1.36E-01	OLA1
A_24_P400473	0.7831	4.13E-01	-1.22E-01	SLC25A44
A_33_P3319572	0.7831	4.13E-01	9.40E-02	FAM71E2
A_23_P82351	0.7832	4.13E-01	-1.28E-01	BBS9
A_23_P103601	0.7832	4.13E-01	8.60E-02	
A_24_P134235	0.7832	4.13E-01	8.60E-02	KHSRP
A_33_P3240263	0.7832	4.13E-01	-1.52E-01	POMP
A_33_P3231357	0.7833	4.13E-01	7.40E-02	KISS1R
CUST_13233_PI429545384	0.7833	4.13E-01	-2.24E-01	
CUST_22567_PI429545384	0.7833	4.13E-01	9.00E-02	
CUST_37023_PI429545376	0.7833	4.13E-01	2.90E-01	
CUST_3434_PI429545399	0.7833	4.13E-01	-9.20E-02	
CUST_45103_PI429545399	0.7833	4.13E-01	-1.68E-01	
CUST_36112_PI429545380	0.7833	4.13E-01	-1.72E-01	
CUST_28853_PI429545402	0.7833	4.13E-01	-1.34E-01	
A_24_P769672	0.7833	4.13E-01	-1.54E-01	
CUST_39757_PI429545384	0.7833	4.13E-01	1.34E-01	
CUST_35956_PI429545402	0.7833	4.13E-01	-1.54E-01	
A_33_P3372501	0.7833	4.13E-01	-1.56E-01	PPP1R13B
A_23_P138776	0.7833	4.13E-01	2.00E-01	ACP2
CUST_36855_PI429545406	0.7833	4.13E-01	1.04E-01	
A_33_P3289661	0.7833	4.13E-01	-2.70E-01	OCR1
CUST_27701_PI429545380	0.7833	4.13E-01	-1.74E-01	
CUST_40289_PI429545395	0.7833	4.13E-01	-1.08E-01	
CUST_34181_PI429545395	0.7833	4.13E-01	-1.18E-01	
A_24_P357465	0.7833	4.13E-01	-1.56E-01	
A_23_P64837	0.7833	4.13E-01	-9.60E-02	SMAGP
CUST_43773_PI429545388	0.7833	4.13E-01	-1.46E-01	
A_23_P47924	0.7833	4.13E-01	-2.24E-01	PTPRR
A_23_P141126	0.7833	4.13E-01	-1.06E-01	GALK1
CUST_32401_PI429545395	0.7833	4.13E-01	2.42E-01	
CUST_18485_PI429545388	0.7833	4.13E-01	-4.76E-01	
CUST_44267_PI429545399	0.7833	4.13E-01	1.38E-01	
CUST_30189_PI429545402	0.7833	4.13E-01	-2.62E-01	
A_33_P3228612	0.7833	4.13E-01	-2.18E-01	CACNA1E
A_24_P124662	0.7833	4.13E-01	1.46E-01	
A_33_P3235880	0.7833	4.13E-01	1.20E-01	TBC1D28
A_23_P320717	0.7833	4.13E-01	1.00E-01	COG4
A_23_P129956	0.7833	4.13E-01	1.20E-01	DUSP3
A_33_P3884230	0.7833	4.13E-01	1.22E-01	NFIX
CUST_28651_PI429545380	0.7833	4.13E-01	-3.60E-01	
CUST_11169_PI429545380	0.7833	4.13E-01	-1.98E-01	
CUST_28273_PI429545376	0.7833	4.13E-01	-1.62E-01	
CUST_17953_PI429545388	0.7833	4.13E-01	3.62E-01	
A_24_P671164	0.7833	4.13E-01	2.06E-01	
CUST_14700_PI429545402	0.7833	4.14E-01	-1.24E-01	
A_33_P3395758	0.7834	4.14E-01	1.50E-01	C14orf28
CUST_35787_PI429545399	0.7834	4.14E-01	1.18E-01	
CUST_19441_PI429545395	0.7834	4.14E-01	-2.16E-01	
A_23_P400066	0.7834	4.14E-01	1.70E-01	RALGAPB
A_33_P3220545	0.7834	4.14E-01	-9.40E-02	SLC6A19
A_33_P3267543	0.7834	4.14E-01	1.08E-01	DPM2
CUST_44045_PI429545395	0.7834	4.14E-01	2.58E-01	
CUST_23267_PI429545388	0.7834	4.14E-01	-1.44E-01	
A_23_P107454	0.7835	4.14E-01	-1.70E-01	KRTAP3-1
CUST_17578_PI429545380	0.7835	4.14E-01	-9.60E-02	
CUST_15173_PI429545376	0.7835	4.14E-01	-1.22E-01	
A_33_P3695548	0.7835	4.14E-01	-1.42E-01	
A_24_P357535	0.7835	4.14E-01	1.48E-01	OR7A10
A_33_P3340629	0.7835	4.14E-01	2.62E-01	
CUST_3297_PI429545388	0.7835	4.14E-01	8.80E-02	
A_23_P45999	0.7835	4.14E-01	1.76E-01	
A_33_P3341841	0.7835	4.14E-01	2.64E-01	
CUST_28798_PI429545395	0.7835	4.14E-01	1.84E-01	
A_23_P161458	0.7835	4.14E-01	1.16E-01	OLAH
CUST_12398_PI429545388	0.7835	4.14E-01	1.86E-01	
A_33_P3330473	0.7835	4.14E-01	1.32E-01	RBM41
A_23_P377819	0.7835	4.14E-01	-1.12E-01	SRSF5
CUST_22288_PI429545376	0.7835	4.14E-01	-2.10E-01	
A_33_P3215797	0.7835	4.14E-01	-1.08E-01	AHDC1
CUST_14605_PI429545406	0.7836	4.14E-01	-1.22E-01	
A_33_P3308905	0.7836	4.14E-01	-1.74E-01	
A_33_P3247431	0.7836	4.14E-01	4.94E-01	SPRR2B
CUST_41796_PI429545406	0.7836	4.14E-01	-2.82E-01	
CUST_16133_PI429545376	0.7836	4.14E-01	-2.62E-01	
A_23_P45475	0.7836	4.14E-01	1.74E-01	
CUST_2648_PI429545376	0.7836	4.14E-01	1.10E-01	
A_33_P3313730	0.7836	4.14E-01	-1.60E-01	SH3BP2
A_33_P3397433	0.7836	4.14E-01	1.08E-01	
A_21_P0011587	0.7836	4.14E-01	1.22E-01	
A_23_P348028	0.7836	4.14E-01	-1.46E-01	
A_23_P53152	0.7836	4.14E-01	-8.80E-02	
CUST_41817_PI429545388	0.7836	4.14E-01	2.68E-01	
A_23_P170608	0.7836	4.14E-01	1.34E-01	TSPYL2
A_23_P29965	0.7836	4.14E-01	-1.98E-01	SMR3B
CUST_12053_PI429545410	0.7836	4.14E-01	-1.48E-01	
A_33_P3256883	0.7836	4.14E-01	1.18E-01	
CUST_39309_PI429545395	0.7836	4.14E-01	2.76E-01	
CUST_24967_PI429545384	0.7836	4.14E-01	7.80E-02	
CUST_21198_PI429545402	0.7836	4.14E-01	1.96E-01	
A_33_P3297930	0.7836	4.14E-01	1.26E-01	
A_23_P251051	0.7836	4.14E-01	1.60E-01	NF2
CUST_1700_PI429545406	0.7836	4.14E-01	-4.48E-01	
CUST_40627_PI429545399	0.7837	4.14E-01	1.18E-01	
A_33_P3225948	0.7837	4.14E-01	-9.20E-02	
A_33_P3220643	0.7837	4.14E-01	2.02E-01	PTRH1
A_23_P213602	0.7837	4.14E-01	1.10E-01	CSNK1G3
CUST_23089_PI429545406	0.7837	4.14E-01	-1.04E-01	
CUST_16225_PI429545406	0.7837	4.14E-01	1.06E-01	
A_24_P16856	0.7838	4.14E-01	1.60E-01	
A_33_P3313519	0.7838	4.14E-01	-1.04E-01	CHRFAM7A
CUST_23541_PI429545399	0.7838	4.14E-01	-1.82E-01	
A_33_P3324786	0.7838	4.14E-01	-8.80E-02	TCFL5
CUST_4278_PI429545376	0.7838	4.14E-01	-2.78E-01	
CUST_38642_PI429545388	0.7838	4.14E-01	-1.10E-01	
A_23_P501831	0.7838	4.14E-01	1.18E-01	C5orf4
CUST_32807_PI429545388	0.7838	4.14E-01	2.40E-01	
A_24_P309317	0.7838	4.14E-01	-1.50E-01	
A_33_P3361422	0.7838	4.15E-01	-1.62E-01	
CUST_26312_PI429545384	0.7839	4.15E-01	-9.40E-02	
A_23_P110430	0.7839	4.15E-01	-2.86E-01	MSX1
CUST_11093_PI429545410	0.7839	4.15E-01	1.82E-01	
CUST_10546_PI429545384	0.7839	4.15E-01	-2.74E-01	
CUST_16793_PI429545384	0.7839	4.15E-01	2.22E-01	
CUST_43745_PI429545380	0.7839	4.15E-01	1.10E-01	
CUST_41090_PI429545406	0.7839	4.15E-01	-1.40E-01	
A_23_P212397	0.7841	4.15E-01	-8.80E-02	
CUST_32784_PI429545384	0.7841	4.15E-01	-1.32E-01	
CUST_31954_PI429545384	0.7841	4.15E-01	-1.60E-01	
CUST_24191_PI429545380	0.7841	4.15E-01	-1.40E-01	
CUST_35906_PI429545402	0.7841	4.15E-01	1.32E-01	
A_24_P288298	0.7841	4.15E-01	1.34E-01	
CUST_20627_PI429545384	0.7841	4.15E-01	-9.40E-02	
A_33_P3877728	0.7841	4.15E-01	-9.00E-02	SMCR6
CUST_38582_PI429545395	0.7841	4.15E-01	1.34E-01	
A_33_P3407157	0.7841	4.15E-01	-1.74E-01	
A_19_P00805047	0.7841	4.15E-01	1.32E-01	NASP
CUST_42184_PI429545402	0.7841	4.15E-01	1.14E-01	
CUST_23618_PI429545402	0.7841	4.15E-01	2.56E-01	
A_33_P3231715	0.7841	4.15E-01	2.44E-01	OR4A47
A_33_P3392740	0.7841	4.15E-01	1.50E-01	ATOH8
A_24_P24002	0.7841	4.15E-01	1.58E-01	
A_33_P3320127	0.7841	4.15E-01	-1.20E-01	RAB8A
A_23_P76684	0.7841	4.15E-01	1.02E-01	RTN3
CUST_35297_PI429545399	0.7841	4.15E-01	-5.92E-01	
(+)E1A_r60_a22	0.7841	4.15E-01	1.58E-01	
CUST_40220_PI429545406	0.7841	4.15E-01	-1.60E-01	
CUST_40534_PI429545402	0.7842	4.15E-01	1.86E-01	
A_23_P131449	0.7843	4.15E-01	9.80E-02	
A_33_P3363105	0.7843	4.15E-01	1.18E-01	
A_33_P3341224	0.7843	4.15E-01	1.26E-01	
A_32_P9382	0.7843	4.15E-01	2.08E-01	MZT1
A_23_P41359	0.7843	4.15E-01	-1.16E-01	ZNF330
CUST_25323_PI429545402	0.7843	4.15E-01	4.58E-01	
CUST_20161_PI429545380	0.7843	4.15E-01	-1.98E-01	
A_23_P129312	0.7844	4.15E-01	1.76E-01	PPP1R14D
A_23_P41599	0.7844	4.15E-01	2.60E-01	PCDHB8
A_24_P38895	0.7844	4.15E-01	1.60E-01	H2AFX
CUST_23678_PI429545376	0.7844	4.15E-01	7.20E-02	
CUST_33935_PI429545376	0.7845	4.15E-01	1.90E-01	
CUST_10412_PI429545376	0.7845	4.15E-01	1.54E-01	
CUST_29810_PI429545388	0.7845	4.15E-01	1.68E-01	
A_33_P3777584	0.7845	4.15E-01	1.16E-01	
A_23_P34496	0.7845	4.15E-01	9.20E-02	TMEM39B
A_33_P3402257	0.7845	4.15E-01	-1.18E-01	MS4A18
CUST_36765_PI429545402	0.7845	4.15E-01	-1.54E-01	
A_33_P3380529	0.7845	4.15E-01	1.22E-01	PRTFDC1
A_33_P3263994	0.7846	4.16E-01	-1.90E-01	
A_33_P3227260	0.7846	4.16E-01	1.24E-01	
CUST_26703_PI429545376	0.7846	4.16E-01	-1.00E-01	
A_24_P372562	0.7846	4.16E-01	1.30E-01	PTPMT1
CUST_26585_PI429545399	0.7846	4.16E-01	-1.42E-01	
CUST_42644_PI429545402	0.7846	4.16E-01	-3.62E-01	
A_33_P3248629	0.7846	4.16E-01	-1.06E-01	DENND2A
A_24_P250535	0.7846	4.16E-01	-1.56E-01	TMX4
A_33_P3800664	0.7846	4.16E-01	-1.62E-01	
CUST_4348_PI429545376	0.7847	4.16E-01	-3.44E-01	
A_33_P3354771	0.7847	4.16E-01	-1.12E-01	MEF2BNB
CUST_33907_PI429545399	0.7848	4.16E-01	-1.90E-01	
CUST_10072_PI429545402	0.7848	4.16E-01	-8.60E-02	
CUST_40037_PI429545388	0.7848	4.16E-01	3.40E-01	
A_23_P61371	0.7848	4.16E-01	9.40E-02	TMEM173
CUST_37007_PI429545388	0.7848	4.16E-01	-1.44E-01	
CUST_33956_PI429545402	0.7848	4.16E-01	-1.22E-01	
A_33_P3343316	0.7849	4.16E-01	1.52E-01	SH3BGRL2
CUST_44047_PI429545399	0.7849	4.16E-01	4.42E-01	
A_33_P3363254	0.7849	4.16E-01	1.42E-01	
A_33_P3220929	0.7849	4.16E-01	1.34E-01	
A_33_P3334423	0.7849	4.16E-01	-1.18E-01	
A_33_P3307247	0.7849	4.16E-01	-1.92E-01	AK5
A_23_P64669	0.7849	4.16E-01	8.80E-02	ZCCHC8
CUST_44497_PI429545402	0.7849	4.16E-01	-1.26E-01	
A_23_P103433	0.7849	4.16E-01	-1.06E-01	OSCP1
A_23_P145957	0.7849	4.16E-01	1.38E-01	TPK1
CUST_1474_PI429545410	0.7849	4.16E-01	-1.38E-01	
A_33_P3303900	0.7849	4.16E-01	2.10E-01	OR52B4
CUST_1884_PI429545395	0.7849	4.16E-01	-2.54E-01	
A_33_P3495234	0.785	4.16E-01	3.00E-01	ORF1
A_23_P361744	0.785	4.16E-01	2.30E-01	
A_33_P3310567	0.785	4.16E-01	-2.24E-01	
A_23_P318581	0.785	4.16E-01	-1.00E-01	KIAA1430
CUST_38935_PI429545406	0.785	4.16E-01	2.84E-01	
A_23_P6561	0.785	4.16E-01	1.62E-01	EBLN2
CUST_1633_PI429545384	0.7851	4.16E-01	-2.00E-01	
A_33_P3288774	0.7851	4.16E-01	1.18E-01	RC3H1
CUST_44005_PI429545380	0.7851	4.16E-01	-2.94E-01	
CUST_33235_PI429545402	0.7851	4.16E-01	2.96E-01	
A_24_P942604	0.7851	4.16E-01	1.64E-01	SMC1A
A_23_P102965	0.7851	4.16E-01	-1.46E-01	BCL2L13
A_23_P161152	0.7851	4.16E-01	-1.64E-01	PDSS1
A_33_P3405500	0.7852	4.16E-01	1.30E-01	SACS
A_33_P3221353	0.7852	4.16E-01	2.06E-01	KIAA0564
A_33_P3416286	0.7852	4.16E-01	1.12E-01	RBM12
A_32_P449380	0.7852	4.16E-01	-1.88E-01	WDR38
A_33_P3350493	0.7852	4.16E-01	-1.18E-01	
A_32_P213349	0.7852	4.16E-01	-1.80E-01	
A_21_P0000152	0.7852	4.16E-01	-1.32E-01	CD44
A_33_P3269134	0.7852	4.16E-01	2.86E-01	IWS1
A_33_P3399911	0.7852	4.16E-01	-1.44E-01	
CUST_26992_PI429545384	0.7852	4.16E-01	1.50E-01	
CUST_3260_PI429545410	0.7852	4.16E-01	-1.04E-01	
A_33_P3215838	0.7852	4.17E-01	-2.04E-01	KLK3
A_33_P3712008	0.7852	4.17E-01	2.96E-01	DKFZp547J222
CUST_1841_PI429545376	0.7852	4.17E-01	-2.30E-01	
A_23_P78014	0.7853	4.17E-01	-9.20E-02	TUBG2
A_23_P200239	0.7853	4.17E-01	1.64E-01	
CUST_40170_PI429545406	0.7853	4.17E-01	-1.48E-01	
CUST_35877_PI429545399	0.7853	4.17E-01	-3.84E-01	
CUST_32949_PI429545399	0.7853	4.17E-01	-1.54E-01	
CUST_42770_PI429545395	0.7853	4.17E-01	1.06E-01	
A_23_P136964	0.7853	4.17E-01	1.40E-01	RPGR
CUST_37053_PI429545410	0.7853	4.17E-01	-1.36E-01	
A_24_P325146	0.7853	4.17E-01	-1.92E-01	KRTAP4-8
CUST_21107_PI429545384	0.7853	4.17E-01	3.46E-01	
A_33_P3402454	0.7853	4.17E-01	-1.40E-01	HAS3
A_33_P3311473	0.7853	4.17E-01	1.50E-01	ATP10D
CUST_35087_PI429545388	0.7853	4.17E-01	1.20E-01	
CUST_24718_PI429545376	0.7853	4.17E-01	-1.14E-01	
A_23_P94216	0.7854	4.17E-01	-1.62E-01	LONRF1
CUST_11168_PI429545388	0.7854	4.17E-01	2.54E-01	
CUST_36422_PI429545380	0.7854	4.17E-01	-1.64E-01	
CUST_33018_PI429545376	0.7854	4.17E-01	-1.52E-01	
CUST_20934_PI429545388	0.7854	4.17E-01	1.46E-01	
CUST_14983_PI429545376	0.7854	4.17E-01	-2.02E-01	
A_23_P159839	0.7855	4.17E-01	-1.22E-01	C1GALT1C1
CUST_14549_PI429545380	0.7855	4.17E-01	1.14E-01	
CUST_16728_PI429545388	0.7855	4.17E-01	2.86E-01	
A_33_P3279388	0.7855	4.17E-01	7.20E-02	
A_33_P3311248	0.7855	4.17E-01	-3.42E-01	
CUST_41844_PI429545399	0.7855	4.17E-01	-2.52E-01	
CUST_44405_PI429545395	0.7855	4.17E-01	1.50E-01	
A_33_P3390411	0.7855	4.17E-01	2.30E-01	
A_24_P23921	0.7855	4.17E-01	2.64E-01	C17orf98
CUST_33177_PI429545388	0.7855	4.17E-01	1.28E-01	
A_23_P73548	0.7855	4.17E-01	9.40E-02	
A_33_P3238196	0.7856	4.17E-01	-1.20E-01	
